attacker_pct,decision,density,family,scenario_id,trust_score,truth_attacker,vehicle_count
0.4,CAUTION,sparse,collusion,s101_collusion_5v_40pct_sparse_rural_210,0.7848597740202331,True,5
0.1,CAUTION,dense,fabrication,s101_fabrication_500v_10pct_dense_highway_1484,0.8772999999999999,True,500
0.4,CAUTION,moderate,fabrication,s101_fabrication_10v_40pct_moderate_rural_447,0.8285160547742281,True,10
0.01,CAUTION,moderate,replay,s101_replay_500v_1pct_moderate_rural_1365,0.8772999999999999,True,500
0.4,CAUTION,sparse,benign,s101_benign_50v_40pct_sparse_urban_856,0.8772999999999999,False,50
0.1,CAUTION,moderate,replay,s101_replay_500v_10pct_moderate_highway_1454,0.8772999999999999,True,500
0.1,CAUTION,dense,benign,s101_benign_500v_10pct_dense_highway_1448,0.8772999999999999,False,500
0.2,CAUTION,dense,fabrication,s101_fabrication_250v_20pct_dense_highway_1304,0.8772999999999999,True,250
0.01,CAUTION,moderate,sybil,s101_sybil_250v_1pct_moderate_rural_1149,0.8772999999999999,True,250
0.4,CAUTION,moderate,replay,s101_replay_500v_40pct_moderate_urban_1543,0.8772999999999999,True,500
0.01,CAUTION,dense,replay,s101_replay_250v_1pct_dense_urban_1141,0.8772999999999999,True,250
0.1,CAUTION,dense,benign,s101_benign_250v_10pct_dense_rural_1224,0.8772999999999999,False,250
0.2,CAUTION,dense,fabrication,s101_fabrication_100v_20pct_dense_highway_1079,0.8772999999999999,True,100
0.05,CAUTION,sparse,benign,s101_benign_10v_5pct_sparse_rural_273,0.8285160547742281,False,10
0.01,CAUTION,sparse,replay,s101_replay_500v_1pct_sparse_highway_1361,0.8772999999999999,True,500
0.1,CAUTION,sparse,collusion,s101_collusion_1000v_10pct_sparse_urban_1693,0.8772999999999999,True,1000
0.01,CAUTION,moderate,collusion,s101_collusion_1000v_1pct_moderate_urban_1606,0.8772999999999999,True,1000
0.05,CAUTION,moderate,collusion,s101_collusion_5v_5pct_moderate_urban_76,0.7848597740202331,True,5
0.01,CAUTION,moderate,collusion,s101_collusion_5v_1pct_moderate_rural_33,0.7848597740202331,True,5
0.05,CAUTION,moderate,fabrication,s101_fabrication_25v_5pct_moderate_urban_535,0.8772999999999999,True,25
0.1,CAUTION,sparse,collusion,s101_collusion_100v_10pct_sparse_urban_1018,0.8772999999999999,True,100
0.4,CAUTION,dense,fabrication,s101_fabrication_1000v_40pct_dense_highway_1799,0.8772999999999999,True,1000
0.05,CAUTION,moderate,collusion,s101_collusion_10v_5pct_moderate_rural_303,0.8285160547742281,True,10
0.4,CAUTION,sparse,collusion,s101_collusion_250v_40pct_sparse_urban_1333,0.8772999999999999,True,250
0.4,CAUTION,moderate,collusion,s101_collusion_500v_40pct_moderate_urban_1561,0.8772999999999999,True,500
0.2,CAUTION,sparse,fabrication,s101_fabrication_50v_20pct_sparse_rural_849,0.8772999999999999,True,50
0.2,CAUTION,moderate,collusion,s101_collusion_50v_20pct_moderate_urban_841,0.8772999999999999,True,50
0.2,CAUTION,moderate,benign,s101_benign_50v_20pct_moderate_highway_815,0.8772999999999999,False,50
0.4,CAUTION,dense,sybil,s101_sybil_5v_40pct_dense_urban_205,0.7848597740202331,True,5
0.4,CAUTION,sparse,collusion,s101_collusion_10v_40pct_sparse_urban_433,0.8285160547742281,True,10
0.1,CAUTION,sparse,collusion,s101_collusion_250v_10pct_sparse_highway_1244,0.8772999999999999,True,250
0.05,CAUTION,moderate,benign,s101_benign_250v_5pct_moderate_rural_1176,0.8772999999999999,False,250
0.2,CAUTION,dense,collusion,s101_collusion_1000v_20pct_dense_rural_1746,0.8772999999999999,True,1000
0.2,CAUTION,sparse,fabrication,s101_fabrication_100v_20pct_sparse_highway_1073,0.8772999999999999,True,100
0.4,CAUTION,sparse,collusion,s101_collusion_100v_40pct_sparse_urban_1108,0.8772999999999999,True,100
0.01,CAUTION,sparse,replay,s101_replay_25v_1pct_sparse_highway_461,0.8772999999999999,True,25
0.01,CAUTION,sparse,replay,s101_replay_250v_1pct_sparse_highway_1136,0.8772999999999999,True,250
0.1,CAUTION,sparse,fabrication,s101_fabrication_100v_10pct_sparse_rural_1029,0.8772999999999999,True,100
0.01,CAUTION,moderate,sybil,s101_sybil_50v_1pct_moderate_urban_697,0.8772999999999999,True,50
0.05,CAUTION,sparse,sybil,s101_sybil_25v_5pct_sparse_rural_516,0.8772999999999999,True,25
0.05,CAUTION,sparse,sybil,s101_sybil_5v_5pct_sparse_highway_65,0.7848597740202331,True,5
0.2,CAUTION,sparse,collusion,s101_collusion_25v_20pct_sparse_highway_614,0.8772999999999999,True,25
0.2,CAUTION,moderate,collusion,s101_collusion_50v_20pct_moderate_rural_843,0.8772999999999999,True,50
0.05,CAUTION,moderate,collusion,s101_collusion_50v_5pct_moderate_highway_752,0.8772999999999999,True,50
0.4,CAUTION,sparse,sybil,s101_sybil_10v_40pct_sparse_highway_425,0.8285160547742281,True,10
0.2,CAUTION,sparse,replay,s101_replay_250v_20pct_sparse_urban_1270,0.8772999999999999,True,250
0.4,CAUTION,dense,replay,s101_replay_100v_40pct_dense_rural_1098,0.8772999999999999,True,100
0.1,CAUTION,sparse,collusion,s101_collusion_500v_10pct_sparse_rural_1470,0.8772999999999999,True,500
0.01,CAUTION,dense,replay,s101_replay_5v_1pct_dense_urban_16,0.7848597740202331,True,5
0.1,CAUTION,dense,fabrication,s101_fabrication_1000v_10pct_dense_highway_1709,0.8772999999999999,True,1000
0.1,CAUTION,dense,benign,s101_benign_10v_10pct_dense_urban_322,0.8285160547742281,False,10
0.4,CAUTION,moderate,collusion,s101_collusion_25v_40pct_moderate_highway_662,0.8772999999999999,True,25
0.2,CAUTION,moderate,sybil,s101_sybil_25v_20pct_moderate_urban_607,0.8772999999999999,True,25
0.01,CAUTION,moderate,replay,s101_replay_100v_1pct_moderate_highway_914,0.8772999999999999,True,100
0.4,CAUTION,sparse,collusion,s101_collusion_1000v_40pct_sparse_urban_1783,0.8772999999999999,True,1000
0.01,CAUTION,dense,fabrication,s101_fabrication_10v_1pct_dense_rural_270,0.8285160547742281,True,10
0.2,CAUTION,moderate,collusion,s101_collusion_25v_20pct_moderate_urban_616,0.8772999999999999,True,25
0.1,CAUTION,sparse,replay,s101_replay_50v_10pct_sparse_highway_776,0.8772999999999999,True,50
0.01,CAUTION,sparse,collusion,s101_collusion_50v_1pct_sparse_highway_704,0.8772999999999999,True,50
0.4,CAUTION,dense,benign,s101_benign_1000v_40pct_dense_highway_1763,0.8772999999999999,False,1000
0.2,CAUTION,moderate,benign,s101_benign_100v_20pct_moderate_urban_1039,0.8772999999999999,False,100
0.05,CAUTION,moderate,collusion,s101_collusion_1000v_5pct_moderate_urban_1651,0.8772999999999999,True,1000
0.4,CAUTION,sparse,sybil,s101_sybil_50v_40pct_sparse_urban_874,0.8772999999999999,True,50
0.4,CAUTION,moderate,collusion,s101_collusion_10v_40pct_moderate_rural_438,0.8285160547742281,True,10
0.1,CAUTION,moderate,fabrication,s101_fabrication_5v_10pct_moderate_highway_131,0.7848597740202331,True,5
0.4,CAUTION,sparse,fabrication,s101_fabrication_1000v_40pct_sparse_highway_1793,0.8772999999999999,True,1000
0.05,CAUTION,sparse,replay,s101_replay_500v_5pct_sparse_rural_1407,0.8772999999999999,True,500
0.4,CAUTION,sparse,replay,s101_replay_10v_40pct_sparse_highway_416,0.8285160547742281,True,10
0.05,CAUTION,sparse,fabrication,s101_fabrication_250v_5pct_sparse_highway_1208,0.8772999999999999,True,250
0.4,CAUTION,sparse,fabrication,s101_fabrication_25v_40pct_sparse_urban_667,0.8772999999999999,True,25
0.4,CAUTION,moderate,benign,s101_benign_10v_40pct_moderate_highway_410,0.8285160547742281,False,10
0.05,CAUTION,dense,benign,s101_benign_5v_5pct_dense_urban_52,0.7848597740202331,False,5
0.1,CAUTION,moderate,replay,s101_replay_100v_10pct_moderate_urban_1003,0.8772999999999999,True,100
0.1,CAUTION,moderate,fabrication,s101_fabrication_5v_10pct_moderate_urban_130,0.7848597740202331,True,5
0.1,CAUTION,sparse,benign,s101_benign_10v_10pct_sparse_rural_318,0.8285160547742281,False,10
0.4,CAUTION,sparse,collusion,s101_collusion_250v_40pct_sparse_rural_1335,0.8772999999999999,True,250
0.05,CAUTION,moderate,sybil,s101_sybil_25v_5pct_moderate_rural_519,0.8772999999999999,True,25
0.4,CAUTION,dense,sybil,s101_sybil_500v_40pct_dense_urban_1555,0.8772999999999999,True,500
0.05,CAUTION,moderate,fabrication,s101_fabrication_250v_5pct_moderate_urban_1210,0.8772999999999999,True,250
0.1,CAUTION,moderate,fabrication,s101_fabrication_500v_10pct_moderate_urban_1480,0.8772999999999999,True,500
0.05,CAUTION,moderate,benign,s101_benign_50v_5pct_moderate_urban_724,0.8772999999999999,False,50
0.05,CAUTION,sparse,sybil,s101_sybil_10v_5pct_sparse_urban_289,0.8285160547742281,True,10
0.2,CAUTION,sparse,sybil,s101_sybil_25v_20pct_sparse_rural_606,0.8772999999999999,True,25
0.01,CAUTION,sparse,fabrication,s101_fabrication_100v_1pct_sparse_highway_938,0.8772999999999999,True,100
0.01,CAUTION,dense,sybil,s101_sybil_100v_1pct_dense_rural_927,0.8772999999999999,True,100
0.2,CAUTION,dense,benign,s101_benign_250v_20pct_dense_rural_1269,0.8772999999999999,False,250
0.1,CAUTION,dense,fabrication,s101_fabrication_1000v_10pct_dense_urban_1708,0.8772999999999999,True,1000
0.1,CAUTION,sparse,collusion,s101_collusion_10v_10pct_sparse_rural_345,0.8285160547742281,True,10
0.01,CAUTION,moderate,benign,s101_benign_250v_1pct_moderate_highway_1130,0.8772999999999999,False,250
0.01,CAUTION,sparse,fabrication,s101_fabrication_500v_1pct_sparse_highway_1388,0.8772999999999999,True,500
0.1,CAUTION,dense,fabrication,s101_fabrication_100v_10pct_dense_rural_1035,0.8772999999999999,True,100
0.2,CAUTION,sparse,replay,s101_replay_250v_20pct_sparse_highway_1271,0.8772999999999999,True,250
0.05,CAUTION,sparse,collusion,s101_collusion_10v_5pct_sparse_rural_300,0.8285160547742281,True,10
0.4,CAUTION,sparse,benign,s101_benign_100v_40pct_sparse_highway_1082,0.8772999999999999,False,100
0.2,CAUTION,sparse,collusion,s101_collusion_500v_20pct_sparse_rural_1515,0.8772999999999999,True,500
